STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
720492,00151, 20131230,   24.3,24,   19.3,24, 9999.9, 0, 9999.9, 0,   4.8,24,   5.1,24,  18.1,  24.1,   36.0 ,   1.0 ,99.99 ,999.9, 111000,
720492,00151, 20131231,    0.2,24,   -7.3,24, 9999.9, 0, 9999.9, 0,   9.6,24,   0.6,24,   5.1, 999.9,    7.5*,  -5.1*,99.99 ,999.9, 001000,
720492,00151, 20140101,    8.5,24,    1.3,24, 9999.9, 0, 9999.9, 0,   6.4,24,   3.8,24,  11.1,  15.9,   11.8 ,  -5.3 ,99.99 ,999.9, 001000,
720492,00151, 20140102,   -4.0,24,  -11.7,24, 9999.9, 0, 9999.9, 0,   6.7,24,   2.8,24,   7.0, 999.9,   11.8 ,  -8.5 ,99.99 ,999.9, 001000,
720492,00151, 20140103,   -6.1,24,  -15.6,24, 9999.9, 0, 9999.9, 0,   5.9,24,   6.4,24,  12.0,  21.0,    2.1 , -11.4 ,99.99 ,999.9, 001000,
720492,00151, 20140104,   -8.7,24,  -18.3,24, 9999.9, 0, 9999.9, 0,  10.0,24,   2.4,24,   7.0, 999.9,   15.4 , -21.1 , 0.00I,999.9, 000000,
720492,00151, 20140105,   17.7,24,    7.9,24, 9999.9, 0, 9999.9, 0,  10.0,24,   2.2,24,   7.0, 999.9,   26.6*,  12.9*, 0.00I,999.9, 000000,
720492,00151, 20140106,   34.8,24,   30.7,24, 9999.9, 0, 9999.9, 0,   6.6,24,   5.6,24,  15.9,  22.9,   46.2 ,  12.7 ,99.99 ,999.9, 011000,
720492,00151, 20140107,   13.0,24,   -1.5,24, 9999.9, 0, 9999.9, 0,   8.2,24,  12.8,24,  20.0,  35.0,   26.2*,   4.3*,99.99 ,999.9, 001000,
720492,00151, 20140108,    6.9,24,   -2.6,24, 9999.9, 0, 9999.9, 0,   7.0,24,   6.5,24,  11.1,  26.0,   20.1 ,   3.2 ,99.99 ,999.9, 001000,
720492,00151, 20140109,   10.4,24,    0.3,24, 9999.9, 0, 9999.9, 0,   7.7,24,   3.1,24,  12.0,  17.1,   18.1 ,   3.2 ,99.99 ,999.9, 001000,
720492,00151, 20140110,    7.6,24,    2.0,24, 9999.9, 0, 9999.9, 0,   8.8,24,   1.3,24,   7.0, 999.9,   24.4 ,  -3.8 ,99.99 ,999.9, 001000,
720492,00151, 20140111,   31.6,24,   28.0,24, 9999.9, 0, 9999.9, 0,   5.7,24,   3.7,24,  13.0,  18.1,   48.2*,  23.0*,99.99 ,999.9, 111000,
720492,00151, 20140112,   39.9,24,   33.9,24, 9999.9, 0, 9999.9, 0,   7.8,24,   7.6,24,  15.9,  29.9,   49.1 ,  25.0 ,99.99 ,999.9, 111000,
720492,00151, 20140113,   34.2,24,   22.5,24, 9999.9, 0, 9999.9, 0,  10.0,24,   6.7,24,  14.0,  22.0,   44.4 ,  28.8 , 0.00I,999.9, 000000,
720492,00151, 20140114,   39.7,24,   31.3,24, 9999.9, 0, 9999.9, 0,   7.6,24,   3.8,24,   7.0, 999.9,   41.5 ,  28.8 ,99.99 ,999.9, 010000,
720492,00151, 20140115,   35.7,24,   30.5,24, 9999.9, 0, 9999.9, 0,   8.5,24,   3.5,24,  12.0,  14.0,   41.2 ,  29.3 ,99.99 ,999.9, 110000,
720492,00151, 20140116,   30.8,24,   25.6,24, 9999.9, 0, 9999.9, 0,   7.1,24,   3.4,24,   9.9, 999.9,   41.2 ,  27.5 ,99.99 ,999.9, 011000,
720492,00151, 20140117,   29.1,24,   24.9,24, 9999.9, 0, 9999.9, 0,   5.4,24,   1.8,24,   8.9, 999.9,   34.0 ,  25.9 ,99.99 ,999.9, 101000,
720492,00151, 20140118,   25.2,24,   17.8,24, 9999.9, 0, 9999.9, 0,   8.9,24,   0.6,24,   5.1, 999.9,   36.7 ,  14.4 , 0.00I,999.9, 000000,
720492,00151, 20140119,   26.5,24,   20.5,24, 9999.9, 0, 9999.9, 0,   5.7,24,   3.3,24,  13.0,  20.0,   36.7 ,  14.4 ,99.99 ,999.9, 001000,
720492,00151, 20140120,   20.4,24,   14.8,24, 9999.9, 0, 9999.9, 0,   4.2,24,   5.3,24,  11.1, 999.9,   28.4 ,   4.3 ,99.99 ,999.9, 001000,
720492,00151, 20140121,   -3.8,24,  -13.4,24, 9999.9, 0, 9999.9, 0,  10.0,24,   3.3,24,   8.9, 999.9,    3.2*, -11.7*, 0.00I,999.9, 000000,
720492,00151, 20140122,   -6.4,24,  -16.9,24, 9999.9, 0, 9999.9, 0,  10.0,24,   4.9,24,  13.0,  17.1,    1.2 , -13.0 , 0.00I,999.9, 000000,
720492,00151, 20140123,   -8.4,24,  -17.5,24, 9999.9, 0, 9999.9, 0,  10.0,24,   0.4,24,   7.0, 999.9,    7.7 , -20.2 , 0.00I,999.9, 000000,
720492,00151, 20140124,   -3.1,24,  -14.6,24, 9999.9, 0, 9999.9, 0,  10.0,24,   2.0,24,   7.0, 999.9,    8.4 , -20.2 , 0.00I,999.9, 000000,
720492,00151, 20140125,   12.4,24,   -0.4,24, 9999.9, 0, 9999.9, 0,   8.5,24,   9.5,24,  18.1,  27.0,   20.7*,   3.2*,99.99 ,999.9, 001000,
720492,00151, 20140126,    7.9,24,   -2.8,24, 9999.9, 0, 9999.9, 0,   7.9,24,   7.0,24,  18.1,  28.0,   20.7 ,  -4.4 ,99.99 ,999.9, 001000,
720492,00151, 20140127,   16.3,24,    5.0,24, 9999.9, 0, 9999.9, 0,   7.9,24,   6.9,24,  22.9,  39.0,   29.5 ,  -4.4 ,99.99 ,999.9, 001000,
720492,00151, 20140128,    5.6,24,  -13.2,24, 9999.9, 0, 9999.9, 0,   9.9,24,   6.3,24,  14.0,  22.0,   12.7*,  -6.7*, 0.00I,999.9, 000000,
720492,00151, 20140129,    5.2,24,  -10.8,24, 9999.9, 0, 9999.9, 0,  10.0,24,   3.5,24,  12.0,  15.9,   18.3 ,  -9.2 , 0.00I,999.9, 000000,
720492,00151, 20140130,   12.7,24,   -0.3,24, 9999.9, 0, 9999.9, 0,   9.8,24,   5.1,24,  11.1,  15.0,   22.6 ,  -9.2 ,99.99 ,999.9, 001000,
720492,00151, 20140131,   23.1,24,    5.3,24, 9999.9, 0, 9999.9, 0,  10.0,24,   6.2,24,  12.0,  19.0,   32.0 ,   3.7 , 0.00I,999.9, 000000,
720492,00151, 20140201,   24.5,24,   15.7,24, 9999.9, 0, 9999.9, 0,   8.7,24,   1.5,24,   8.0,  14.0,   33.4 ,  13.1 ,99.99 ,999.9, 011000,
720492,00151, 20140202,   32.5,24,   29.6,24, 9999.9, 0, 9999.9, 0,   4.4,24,   4.9,24,  13.0,  20.0,   34.9*,  30.2*,99.99 ,999.9, 111000,
720492,00151, 20140203,   24.2,24,   16.1,24, 9999.9, 0, 9999.9, 0,   9.9,24,   3.0,24,  12.0,  20.0,   35.1 ,  17.6 ,99.99 ,999.9, 001000,
720492,00151, 20140204,   11.7,24,    4.1,24, 9999.9, 0, 9999.9, 0,  10.0,24,   1.6,24,   8.9, 999.9,   26.6 ,  -1.3 ,99.99 ,999.9, 001000,
720492,00151, 20140205,   17.3,24,   12.4,24, 9999.9, 0, 9999.9, 0,   4.6,24,   0.6,24,   6.0, 999.9,   24.6 ,  -1.3 ,99.99 ,999.9, 001000,
720492,00151, 20140206,    9.3,24,    1.3,24, 9999.9, 0, 9999.9, 0,   7.9,24,   2.9,24,  11.1,  15.9,   23.7 ,  -3.3 ,99.99 ,999.9, 001000,
720492,00151, 20140207,    7.4,24,    0.3,24, 9999.9, 0, 9999.9, 0,   7.5,24,   1.4,24,   8.9,  14.0,   21.2 ,  -4.0 ,99.99 ,999.9, 001000,
720492,00151, 20140208,   12.3,24,    2.3,24, 9999.9, 0, 9999.9, 0,   9.3,24,   3.5,24,  13.0,  19.0,   21.2 ,  -4.0 ,99.99 ,999.9, 001000,
720492,00151, 20140209,   12.2,24,    2.7,24, 9999.9, 0, 9999.9, 0,   9.7,24,   0.5,24,   4.1, 999.9,   19.9 ,   4.6 ,99.99 ,999.9, 001000,
720492,00151, 20140210,   14.8,24,    7.7,24, 9999.9, 0, 9999.9, 0,   5.1,24,   4.2,24,  12.0,  15.0,   19.9 ,   6.3 ,99.99 ,999.9, 001000,
720492,00151, 20140211,    4.5,24,   -3.4,24, 9999.9, 0, 9999.9, 0,   9.3,24,   3.2,24,  12.0,  18.1,   18.5 ,  -6.7 ,99.99 ,999.9, 001000,
720492,00151, 20140212,    1.4,24,  -11.1,24, 9999.9, 0, 9999.9, 0,  10.0,24,   2.3,24,   8.9, 999.9,   22.3 , -16.1 , 0.00I,999.9, 000000,
720492,00151, 20140213,   17.3,24,    2.5,24, 9999.9, 0, 9999.9, 0,   8.2,24,   3.5,24,   8.0, 999.9,   28.4*,  11.3*,99.99 ,999.9, 001000,
720492,00151, 20140214,   26.2,24,   20.7,24, 9999.9, 0, 9999.9, 0,   3.8,24,  10.4,24,  22.0,  28.9,   30.9 ,  11.3 ,99.99 ,999.9, 001000,
720492,00151, 20140215,   23.2,24,   17.8,24, 9999.9, 0, 9999.9, 0,   7.7,24,   1.5,24,  12.0,  20.0,   30.9 ,  17.6 ,99.99 ,999.9, 011000,
720492,00151, 20140216,   17.3,24,    8.2,24, 9999.9, 0, 9999.9, 0,   6.1,24,   9.2,24,  15.0,  28.9,   28.4 ,   9.3 ,99.99 ,999.9, 001000,
720492,00151, 20140217,    8.5,24,   -9.0,24, 9999.9, 0, 9999.9, 0,  10.0,24,   6.3,24,  13.0,  18.1,   21.7 ,   1.2 , 0.00I,999.9, 000000,
720492,00151, 20140218,    4.6,24,   -3.2,24, 9999.9, 0, 9999.9, 0,   7.3,24,   2.9,24,   7.0, 999.9,   22.3 , -11.4 ,99.99 ,999.9, 001000,
720492,00151, 20140219,   20.1,24,   17.0,24, 9999.9, 0, 9999.9, 0,   4.4,24,   1.7,24,   6.0, 999.9,   28.2*,  12.6*,99.99 ,999.9, 101000,
